wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.168487923623924065e+10
9.951457760902583161e+00,1.180099752398000336e+10
9.918341428919545066e+00,1.170258225040660095e+10
9.885335301036285216e+00,1.137666281611960602e+10
9.852439010517029416e+00,1.203783844315665436e+10
9.819652191846424572e+00,1.199456193186475372e+10
9.786974480725472603e+00,1.247726207898061752e+10
9.754405514067482130e+00,1.250804726281882286e+10
9.721944929994046802e+00,1.262121004973070526e+10
9.689592367831005859e+00,1.273557495016873932e+10
9.657347468104447330e+00,1.277882362705816650e+10
9.625209872536711231e+00,1.287499029307546425e+10
9.593179224042414077e+00,1.305522846741610527e+10
9.561255166724468069e+00,1.332054425969665337e+10
9.529437345870142906e+00,1.349034298434239960e+10
9.497725407947113396e+00,1.350477837958079338e+10
9.466119000599535482e+00,1.363963830384254646e+10
9.434617772644131151e+00,1.349827737237102699e+10
9.403221374066280447e+00,1.380189065616198158e+10
9.371929456016141913e+00,1.408078079395704842e+10
9.340741670804776575e+00,1.447459087816961861e+10
9.309657671900266607e+00,1.449740665448107910e+10
9.278677113923894382e+00,1.472589154773262978e+10
9.247799652646277124e+00,1.491975397159778976e+10
9.217024944983560175e+00,1.521639462334352112e+10
9.186352648993601377e+00,1.549064984185964394e+10
9.155782423872159015e+00,1.531788195446761894e+10
9.125313929949122382e+00,1.584715055959373283e+10
9.094946828684733475e+00,1.583114468669650650e+10
9.064680782665815784e+00,1.608126259502331734e+10
9.034515455602036837e+00,1.578396237842607689e+10
9.004450512322161870e+00,1.663066410533908272e+10
8.974485618770339457e+00,1.648144828892266273e+10
8.944620442002385374e+00,1.680231373508089066e+10
8.914854650182078899e+00,1.716534603322302246e+10
8.885187912577478642e+00,1.772821100687120438e+10
8.855619899557254371e+00,1.778320221197393417e+10
8.826150282587015283e+00,1.777319999628174210e+10
8.796778734225661367e+00,1.737617081749597168e+10
8.767504928121747199e+00,1.813179274351997375e+10
