wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.175825429971043205e+10
9.951457760902583161e+00,1.187459035529167938e+10
9.918341428919545066e+00,1.177154569045827103e+10
9.885335301036285216e+00,1.143551773638344955e+10
9.852439010517029416e+00,1.211233623886704254e+10
9.819652191846424572e+00,1.206524203625041962e+10
9.786974480725472603e+00,1.255953924786823463e+10
9.754405514067482130e+00,1.258904164890571022e+10
9.721944929994046802e+00,1.270376947053802681e+10
9.689592367831005859e+00,1.281830018077556801e+10
9.657347468104447330e+00,1.286000562830221176e+10
9.625209872536711231e+00,1.295725695658251762e+10
9.593179224042414077e+00,1.313813166200308418e+10
9.561255166724468069e+00,1.340859856454082298e+10
9.529437345870142906e+00,1.357996177616006279e+10
9.497725407947113396e+00,1.359050374846267509e+10
9.466119000599535482e+00,1.372632145803153992e+10
9.434617772644131151e+00,1.357825571828327370e+10
9.403221374066280447e+00,1.388646992568504715e+10
9.371929456016141913e+00,1.417139070917020035e+10
9.340741670804776575e+00,1.457174133265855408e+10
9.309657671900266607e+00,1.459114168089446259e+10
9.278677113923894382e+00,1.482045702248078537e+10
9.247799652646277124e+00,1.501562559438398933e+10
9.217024944983560175e+00,1.531588529200703430e+10
9.186352648993601377e+00,1.559280765030215073e+10
9.155782423872159015e+00,1.541176941453836823e+10
9.125313929949122382e+00,1.594975766435315895e+10
9.094946828684733475e+00,1.592860288524293518e+10
9.064680782665815784e+00,1.617988289336540794e+10
9.034515455602036837e+00,1.587272983884152794e+10
9.004450512322161870e+00,1.673424458275696754e+10
8.974485618770339457e+00,1.657578382207730675e+10
8.944620442002385374e+00,1.690076534757849312e+10
8.914854650182078899e+00,1.726785332905785751e+10
8.885187912577478642e+00,1.783963268509820557e+10
8.855619899557254371e+00,1.788833153690368271e+10
8.826150282587015283e+00,1.787252217794096756e+10
8.796778734225661367e+00,1.746298666105909348e+10
8.767504928121747199e+00,1.823048272406598282e+10
8.738328539009863505e+00,1.852461135524313736e+10
8.709249242707002736e+00,1.873761609602222824e+10
8.680266716108974379e+00,1.860588426833291245e+10
8.651380637186814937e+00,1.944910174791709137e+10
8.622590684983197917e+00,1.975120651679903030e+10
8.593896539608877561e+00,1.995065160520247650e+10
8.565297882239132576e+00,1.983159055232763672e+10
8.536794395110215206e+00,2.034729355667996216e+10
8.508385761515841139e+00,1.862129870756021118e+10
8.480071665803642134e+00,2.038850316631467819e+10
8.451851793371682575e+00,2.004008454063675308e+10
8.423725830664954728e+00,2.062862220978649521e+10
8.395693465171893521e+00,2.233243004615402222e+10
8.367754385420905550e+00,1.990074710733516312e+10
8.339908280976908728e+00,1.972922151240470123e+10
8.312154842437884383e+00,2.158244502490391159e+10
8.284493761431434677e+00,2.250253051918244171e+10
8.256924730611363117e+00,2.074250581137409973e+10
8.229447443654253291e+00,2.283100334791767502e+10
8.202061595256070703e+00,1.981368790620411301e+10
8.174766881128764595e+00,2.092436846105640793e+10
8.147562997996887546e+00,2.111089239754011917e+10
8.120449643594234601e+00,2.226195752933534622e+10
8.093426516660478853e+00,2.421622727077328491e+10
8.066493316937812352e+00,2.243080675454931641e+10
8.039649745167636752e+00,2.010321045237506485e+10
8.012895503087213100e+00,2.263544782957455444e+10
7.986230293426357818e+00,2.547399587495892715e+10
7.959653819904140448e+00,2.175184332174710846e+10
7.933165787225590293e+00,2.401168296052906799e+10
7.906765901078417258e+00,2.051541838161223221e+10
7.880453868129736250e+00,1.875881925381717682e+10
