wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.239946117076403809e+10
9.951457760902583161e+00,1.251595476897712326e+10
9.918341428919545066e+00,1.236818220325399971e+10
9.885335301036285216e+00,1.193736675441222382e+10
9.852439010517029416e+00,1.276045155773283005e+10
9.819652191846424572e+00,1.267498561018414497e+10
9.786974480725472603e+00,1.327987594002742004e+10
9.754405514067482130e+00,1.329608473439134979e+10
9.721944929994046802e+00,1.342515887014028168e+10
9.689592367831005859e+00,1.353967137568517876e+10
9.657347468104447330e+00,1.356492086066931343e+10
9.625209872536711231e+00,1.367257433594564247e+10
9.593179224042414077e+00,1.385696129558253098e+10
9.561255166724468069e+00,1.417655368014860153e+10
9.529437345870142906e+00,1.436173974495616722e+10
9.497725407947113396e+00,1.433229512422021484e+10
9.466119000599535482e+00,1.447668997453439903e+10
9.434617772644131151e+00,1.426527272260342026e+10
9.403221374066280447e+00,1.461508934959188461e+10
9.371929456016141913e+00,1.495711532332860756e+10
9.340741670804776575e+00,1.541804928784098053e+10
9.309657671900266607e+00,1.540409070813065720e+10
9.278677113923894382e+00,1.563866973310537910e+10
9.247799652646277124e+00,1.584544086204517365e+10
9.217024944983560175e+00,1.617931319404083252e+10
9.186352648993601377e+00,1.647973266807580757e+10
9.155782423872159015e+00,1.622040145397385406e+10
9.125313929949122382e+00,1.683880177727588463e+10
9.094946828684733475e+00,1.676819252630149078e+10
9.064680782665815784e+00,1.702859250173175621e+10
9.034515455602036837e+00,1.663077005021950531e+10
9.004450512322161870e+00,1.762761186329825592e+10
8.974485618770339457e+00,1.738145664514754486e+10
8.944620442002385374e+00,1.774395996337049866e+10
8.914854650182078899e+00,1.814844442699168396e+10
8.885187912577478642e+00,1.880322652760275269e+10
8.855619899557254371e+00,1.878936986490073395e+10
8.826150282587015283e+00,1.871908994802040482e+10
8.796778734225661367e+00,1.819514139783590698e+10
8.767504928121747199e+00,1.907193385705857086e+10
8.738328539009863505e+00,1.936664722711761856e+10
8.709249242707002736e+00,1.957192481811275482e+10
8.680266716108974379e+00,1.937004968631654358e+10
8.651380637186814937e+00,2.032869678710338211e+10
8.622590684983197917e+00,2.062453409472864151e+10
8.593896539608877561e+00,2.082758168689564514e+10
8.565297882239132576e+00,2.062991763510509109e+10
8.536794395110215206e+00,2.117846279565305710e+10
8.508385761515841139e+00,1.917498337072795105e+10
8.480071665803642134e+00,2.117416154193669510e+10
8.451851793371682575e+00,2.071450637227268219e+10
8.423725830664954728e+00,2.138467492814215469e+10
8.395693465171893521e+00,2.324080414854031754e+10
8.367754385420905550e+00,2.039231108278393173e+10
8.339908280976908728e+00,2.019908908236927795e+10
8.312154842437884383e+00,2.226414041796342850e+10
8.284493761431434677e+00,2.322379558549437332e+10
8.256924730611363117e+00,2.127306782093913651e+10
8.229447443654253291e+00,2.349668727431928253e+10
8.202061595256070703e+00,2.016925317934047318e+10
8.174766881128764595e+00,2.136362592862678528e+10
8.147562997996887546e+00,2.155548845701927185e+10
8.120449643594234601e+00,2.273112195962236404e+10
8.093426516660478853e+00,2.480613447975186157e+10
8.066493316937812352e+00,2.285629994371165466e+10
8.039649745167636752e+00,2.037460222762336731e+10
8.012895503087213100e+00,2.305590508858644867e+10
7.986230293426357818e+00,2.606246616157088470e+10
7.959653819904140448e+00,2.209114840760445404e+10
7.933165787225590293e+00,2.449493588275946808e+10
7.906765901078417258e+00,2.077688384640291214e+10
7.880453868129736250e+00,1.891266866360762024e+10
7.854229396022815557e+00,2.288534742504775238e+10
7.828092193373821672e+00,2.749597019029401016e+10
7.802041969768583662e+00,2.326108882624019623e+10
7.776078435759370855e+00,2.368567614180754852e+10
7.750201302861670527e+00,1.839320025693461990e+10
7.724410283550982470e+00,2.334120363384844589e+10
7.698705091259631317e+00,2.551971714051496887e+10
7.673085440373576205e+00,2.807687528510499573e+10
7.647551046229237315e+00,2.372512892654842758e+10
7.622101625110339285e+00,2.280838814821855164e+10
7.596736894244746630e+00,1.841958647761995697e+10
7.571456571801338242e+00,2.317586034438097000e+10
7.546260376886857912e+00,2.206477220330679703e+10
7.521148029542807478e+00,2.702412276998615646e+10
7.496119250742332873e+00,2.676570508113884354e+10
7.471173762387119055e+00,1.565189729001694489e+10
7.446311287304299142e+00,2.542689277255848312e+10
7.421531549243385761e+00,2.470338814203222656e+10
7.396834272873192617e+00,2.761311546949613190e+10
7.372219183778772056e+00,2.364543302003677750e+10
7.347686008458377493e+00,2.120158493872423172e+10
7.323234474320412524e+00,2.878123885301469421e+10
