wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.244553660870766258e+10
9.951457760902583161e+00,1.256191394381983566e+10
9.918341428919545066e+00,1.241062686132214546e+10
9.885335301036285216e+00,1.197256695395078087e+10
9.852439010517029416e+00,1.280682066372354317e+10
9.819652191846424572e+00,1.271823736238035393e+10
9.786974480725472603e+00,1.333173675152022934e+10
9.754405514067482130e+00,1.334684237470762444e+10
9.721944929994046802e+00,1.347699567385897255e+10
9.689592367831005859e+00,1.359140259017930412e+10
9.657347468104447330e+00,1.361525572327296638e+10
9.625209872536711231e+00,1.372372365435361290e+10
9.593179224042414077e+00,1.390821235372007751e+10
9.561255166724468069e+00,1.423163109675904083e+10
9.529437345870142906e+00,1.441782133182759476e+10
9.497725407947113396e+00,1.438507087102690697e+10
9.466119000599535482e+00,1.453009920482701492e+10
9.434617772644131151e+00,1.431381008321183395e+10
9.403221374066280447e+00,1.466670810728470421e+10
9.371929456016141913e+00,1.501314499143826675e+10
9.340741670804776575e+00,1.547867363846981049e+10
9.309657671900266607e+00,1.546207195916341591e+10
9.278677113923894382e+00,1.569687942132585144e+10
9.247799652646277124e+00,1.590449634647917557e+10
9.217024944983560175e+00,1.624092757778709412e+10
9.186352648993601377e+00,1.654304055371777344e+10
9.155782423872159015e+00,1.627766675234867096e+10
9.125313929949122382e+00,1.690213426422065163e+10
9.094946828684733475e+00,1.682766331390736771e+10
9.064680782665815784e+00,1.708864262536883354e+10
9.034515455602036837e+00,1.668400364657089615e+10
9.004450512322161870e+00,1.769095871864056015e+10
8.974485618770339457e+00,1.743802815290276337e+10
8.944620442002385374e+00,1.780333031456087875e+10
8.914854650182078899e+00,1.821063644048786926e+10
8.885187912577478642e+00,1.887173875199050903e+10
8.855619899557254371e+00,1.885284954076096344e+10
8.826150282587015283e+00,1.877840724802276230e+10
8.796778734225661367e+00,1.824590305982575607e+10
8.767504928121747199e+00,1.913092568667543030e+10
8.738328539009863505e+00,1.942552042280424881e+10
8.709249242707002736e+00,1.963018357287093735e+10
8.680266716108974379e+00,1.942302840330028152e+10
8.651380637186814937e+00,2.039028228730636597e+10
8.622590684983197917e+00,2.068546835131018066e+10
8.593896539608877561e+00,2.088887337881122208e+10
8.565297882239132576e+00,2.068524058449705887e+10
8.536794395110215206e+00,2.123609451306130219e+10
