wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.151208813204194450e+10
9.951457760902583161e+00,1.162754196719771194e+10
9.918341428919545066e+00,1.153963966193244934e+10
9.885335301036285216e+00,1.123690863640923500e+10
9.852439010517029416e+00,1.186213651850946045e+10
9.819652191846424572e+00,1.182740649359407234e+10
9.786974480725472603e+00,1.228361951896597672e+10
9.754405514067482130e+00,1.231723797723789024e+10
9.721944929994046802e+00,1.242677393894572449e+10
9.689592367831005859e+00,1.254061649773057365e+10
9.657347468104447330e+00,1.258723643428395844e+10
9.625209872536711231e+00,1.268092921957905006e+10
9.593179224042414077e+00,1.285949168970992661e+10
9.561255166724468069e+00,1.311303991974849701e+10
9.529437345870142906e+00,1.327916778471848679e+10
9.497725407947113396e+00,1.330224904536997986e+10
9.466119000599535482e+00,1.343486834496582603e+10
9.434617772644131151e+00,1.330884185642963791e+10
9.403221374066280447e+00,1.360175680236530685e+10
9.371929456016141913e+00,1.386684856704598427e+10
9.340741670804776575e+00,1.424556705179055595e+10
9.309657671900266607e+00,1.427610589077919960e+10
9.278677113923894382e+00,1.450246860214812660e+10
9.247799652646277124e+00,1.469327436387857628e+10
9.217024944983560175e+00,1.498156799821420097e+10
9.186352648993601377e+00,1.524957160433780670e+10
9.155782423872159015e+00,1.509572322315932083e+10
9.125313929949122382e+00,1.560485193713447189e+10
9.094946828684733475e+00,1.560055848712910652e+10
9.064680782665815784e+00,1.584785091951971245e+10
9.034515455602036837e+00,1.557330786449146080e+10
9.004450512322161870e+00,1.638569840209893608e+10
8.974485618770339457e+00,1.625760858913076210e+10
8.944620442002385374e+00,1.656893347457305336e+10
8.914854650182078899e+00,1.692259718244268990e+10
8.885187912577478642e+00,1.746493854908586121e+10
8.855619899557254371e+00,1.753406866583141708e+10
8.826150282587015283e+00,1.753738316519672012e+10
8.796778734225661367e+00,1.716930035129983330e+10
8.767504928121747199e+00,1.789748221502079773e+10
8.738328539009863505e+00,1.819038440320695114e+10
8.709249242707002736e+00,1.840588877075400543e+10
8.680266716108974379e+00,1.829938002178664017e+10
8.651380637186814937e+00,1.910055834294379044e+10
8.622590684983197917e+00,1.940372695265221786e+10
8.593896539608877561e+00,1.960240237847019577e+10
8.565297882239132576e+00,1.951121921515659332e+10
8.536794395110215206e+00,2.001404206387401199e+10
8.508385761515841139e+00,1.839262540981229401e+10
8.480071665803642134e+00,2.007330456850376129e+10
8.451851793371682575e+00,1.976562641159639359e+10
8.423725830664954728e+00,2.032513858084065628e+10
8.395693465171893521e+00,2.196962697537746811e+10
8.367754385420905550e+00,1.969463776303630829e+10
8.339908280976908728e+00,1.953215626438054657e+10
8.312154842437884383e+00,2.130490965151502991e+10
8.284493761431434677e+00,2.220883722320490646e+10
8.256924730611363117e+00,2.052350617113036728e+10
8.229447443654253291e+00,2.255721558247497559e+10
8.202061595256070703e+00,1.966255989535903168e+10
8.174766881128764595e+00,2.074005061328962708e+10
8.147562997996887546e+00,2.092560076001380920e+10
8.120449643594234601e+00,2.206557186355214310e+10
8.093426516660478853e+00,2.397162101124602890e+10
8.066493316937812352e+00,2.225185168736345673e+10
8.039649745167636752e+00,1.998781443836206436e+10
8.012895503087213100e+00,2.245902339758530426e+10
7.986230293426357818e+00,2.522933435796660614e+10
7.959653819904140448e+00,2.160878633684199524e+10
7.933165787225590293e+00,2.381040038021843719e+10
7.906765901078417258e+00,2.040458453308319092e+10
7.880453868129736250e+00,1.869238695326200104e+10
7.854229396022815557e+00,2.231354349227959824e+10
7.828092193373821672e+00,2.662700263698295593e+10
7.802041969768583662e+00,2.276499519318291473e+10
7.776078435759370855e+00,2.320376132301737976e+10
7.750201302861670527e+00,1.819787503425292969e+10
7.724410283550982470e+00,2.290231276501664734e+10
7.698705091259631317e+00,2.490167769467932129e+10
7.673085440373576205e+00,2.728246535104153442e+10
7.647551046229237315e+00,2.322341171282245636e+10
7.622101625110339285e+00,2.239077694346763229e+10
7.596736894244746630e+00,1.825886233661906815e+10
7.571456571801338242e+00,2.273611882028493500e+10
7.546260376886857912e+00,2.176412921280141449e+10
7.521148029542807478e+00,2.631226764470366669e+10
7.496119250742332873e+00,2.617561976187367630e+10
7.471173762387119055e+00,1.557571605902593231e+10
7.446311287304299142e+00,2.490915090921490097e+10
7.421531549243385761e+00,2.425765057283856964e+10
7.396834272873192617e+00,2.695954489408407211e+10
7.372219183778772056e+00,2.328116559106113815e+10
7.347686008458377493e+00,2.092182368252941895e+10
7.323234474320412524e+00,2.795291944609411240e+10
7.298864309680411111e+00,2.294331301981680298e+10
7.274575243758015120e+00,2.560561044649779892e+10
7.250367006673959835e+00,2.307231663216830444e+10
7.226239329447092352e+00,2.469678324823199844e+10
7.202191943991361534e+00,2.265783957375682449e+10
7.178224583112855051e+00,2.554387006826163483e+10
7.154336980506822208e+00,2.225137321204377365e+10
7.130528870754718973e+00,2.517437020102501297e+10
7.106799989321260114e+00,2.478710210083053207e+10
7.083150072551472221e+00,2.522232785903123856e+10
7.059578857667773377e+00,2.331225731679908752e+10
7.036086082767048389e+00,2.352553943517132950e+10
7.012671486817740885e+00,2.470742956985616684e+10
6.989334809656949865e+00,2.760783986190412140e+10
6.966075791987543120e+00,2.291362594339561462e+10
6.942894175375271537e+00,2.867410618154135132e+10
6.919789702245902951e+00,3.027733087930860519e+10
6.896762115882355992e+00,2.950468563546239090e+10
6.873811160421849031e+00,2.098075126606962585e+10
6.850936580853058011e+00,2.381243347530005264e+10
6.828138123013279603e+00,2.192559422800526810e+10
6.805415533585614796e+00,2.520382481443363953e+10
6.782768560096145372e+00,2.237634549969739151e+10
6.760196950911133484e+00,2.811289875662250900e+10
6.737700455234225672e+00,2.832755944273521423e+10
6.715278823103662198e+00,2.153444069961457825e+10
6.692931805389507716e+00,2.869298903647204971e+10
6.670659153790873042e+00,2.748823046465544891e+10
6.648460620833166246e+00,2.564803341782486725e+10
6.626335959865335745e+00,1.594293306092737389e+10
6.604284925057132050e+00,2.258216700740560532e+10
6.582307271396376613e+00,2.209253009608352661e+10
6.560402754686239568e+00,2.544323622096337891e+10
6.538571131542524562e+00,2.764919110770112228e+10
6.516812159390967807e+00,2.643338664035189819e+10
6.495125596464542461e+00,2.535649690617224121e+10
6.473511201800766557e+00,2.582067894839277649e+10
6.451968735239034025e+00,3.424673955960381699e+10
6.430497957417939503e+00,3.174593881112662125e+10
6.409098629772621791e+00,2.860514901870086288e+10
6.387770514532114419e+00,4.014114569778012848e+10
6.366513374716698870e+00,4.014582244967542267e+10
6.345326974135279130e+00,3.912806728811661530e+10
6.324211077382749124e+00,4.516160113061414337e+10
6.303165449837382361e+00,4.769731281605126190e+10
6.282189857658223353e+00,4.421968854729135132e+10
6.261284067782488805e+00,4.549325574955598450e+10
6.240447847922979463e+00,4.322676912421706390e+10
6.219680966565498181e+00,4.397780291853285980e+10
6.198983192966278644e+00,4.514479843524905396e+10
6.178354297149420304e+00,3.880229071051068115e+10
6.157794049904330436e+00,3.959530604947927856e+10
6.137302222783184824e+00,4.790540207367086029e+10
6.116878588098381364e+00,4.113146448614405060e+10
6.096522918920017631e+00,4.308559284793158722e+10
6.076234989073363124e+00,3.838746741815058899e+10
6.056014573136346613e+00,3.441222353460186005e+10
6.035861446437058575e+00,3.776398232868961334e+10
6.015775385051244761e+00,4.233073443183435822e+10
5.995756165799826398e+00,4.257317604264326477e+10
5.975803566246416842e+00,3.871721899728553009e+10
5.955917364694847116e+00,3.942547326733786774e+10
5.936097340186711868e+00,3.475650390022095490e+10
5.916343272498902905e+00,4.205664863714495850e+10
5.896654942141168476e+00,3.675093239591021729e+10
5.877032130353677886e+00,3.185853745732479858e+10
5.857474619104580782e+00,4.142375868811394501e+10
5.837982191087593975e+00,3.553659994650248718e+10
