wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.235318481010371590e+10
9.951457760902583161e+00,1.246977720406049728e+10
9.918341428919545066e+00,1.232549336340353584e+10
9.885335301036285216e+00,1.190189693631086349e+10
9.852439010517029416e+00,1.271385262508547211e+10
9.819652191846424572e+00,1.263146755359206581e+10
9.786974480725472603e+00,1.322780307615695000e+10
9.754405514067482130e+00,1.324509945886424637e+10
9.721944929994046802e+00,1.337309643080883598e+10
9.689592367831005859e+00,1.348770059474532509e+10
9.657347468104447330e+00,1.351432272066924477e+10
9.625209872536711231e+00,1.362116754468491745e+10
9.593179224042414077e+00,1.380543101912437820e+10
9.561255166724468069e+00,1.412122166177043533e+10
9.529437345870142906e+00,1.430540070011302757e+10
9.497725407947113396e+00,1.427921574521115875e+10
9.466119000599535482e+00,1.442297696595094299e+10
9.434617772644131151e+00,1.421641076707793999e+10
9.403221374066280447e+00,1.456314448395343971e+10
9.371929456016141913e+00,1.490078209797396469e+10
9.340741670804776575e+00,1.535713436269872475e+10
9.309657671900266607e+00,1.534579690504071045e+10
9.278677113923894382e+00,1.558012499453273392e+10
9.247799652646277124e+00,1.578604818064310074e+10
9.217024944983560175e+00,1.611737053680636406e+10
9.186352648993601377e+00,1.641608890644607162e+10
9.155782423872159015e+00,1.616277041581265640e+10
9.125313929949122382e+00,1.677511583974401283e+10
9.094946828684733475e+00,1.670834364533019257e+10
9.064680782665815784e+00,1.696815104518118858e+10
9.034515455602036837e+00,1.657713576263078880e+10
9.004450512322161870e+00,1.756387085166014099e+10
8.974485618770339457e+00,1.732445698122663498e+10
8.944620442002385374e+00,1.768416265884410095e+10
8.914854650182078899e+00,1.808583121107995987e+10
8.885187912577478642e+00,1.873431392413485336e+10
8.855619899557254371e+00,1.872543773648818207e+10
8.826150282587015283e+00,1.865930585708430099e+10
8.796778734225661367e+00,1.814390732480558777e+10
8.767504928121747199e+00,1.901248388885737228e+10
8.738328539009863505e+00,1.930729338397373199e+10
8.709249242707002736e+00,1.951318096533188629e+10
8.680266716108974379e+00,1.931657720358443451e+10
8.651380637186814937e+00,2.026662059058621979e+10
8.622590684983197917e+00,2.056308443312971497e+10
8.593896539608877561e+00,2.076578713229036713e+10
8.565297882239132576e+00,2.057407578361514282e+10
8.536794395110215206e+00,2.112029423751226044e+10
8.508385761515841139e+00,1.913701709639450073e+10
8.480071665803642134e+00,2.111918634056756592e+10
8.451851793371682575e+00,2.066778273837535095e+10
8.423725830664954728e+00,2.133178603061830902e+10
8.395693465171893521e+00,2.317705945534781265e+10
8.367754385420905550e+00,2.035896488014237976e+10
8.339908280976908728e+00,2.016721773095687866e+10
8.312154842437884383e+00,2.221693283309742355e+10
8.284493761431434677e+00,2.317385427162546539e+10
8.256924730611363117e+00,2.123667248288697433e+10
8.229447443654253291e+00,2.345093137506921387e+10
8.202061595256070703e+00,2.014534981179624939e+10
8.174766881128764595e+00,2.133383782749847794e+10
8.147562997996887546e+00,2.152519284488307190e+10
8.120449643594234601e+00,2.269925595601509857e+10
8.093426516660478853e+00,2.476581144282843781e+10
8.066493316937812352e+00,2.282749245960086060e+10
8.039649745167636752e+00,2.035635364835787201e+10
8.012895503087213100e+00,2.302739468124616623e+10
7.986230293426357818e+00,2.602232289170274353e+10
7.959653819904140448e+00,2.206820886137826157e+10
7.933165787225590293e+00,2.446200473469534302e+10
7.906765901078417258e+00,2.075926602094739151e+10
7.880453868129736250e+00,1.890242138904896927e+10
7.854229396022815557e+00,2.285767729052397919e+10
7.828092193373821672e+00,2.745397680701452255e+10
7.802041969768583662e+00,2.323746891242263794e+10
7.776078435759370855e+00,2.366285936326222229e+10
