wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.187962393308114052e+10
9.951457760902583161e+00,1.199623360894891548e+10
9.918341428919545066e+00,1.188531364353696251e+10
9.885335301036285216e+00,1.153222643904921150e+10
9.852439010517029416e+00,1.223541418160974884e+10
9.819652191846424572e+00,1.218175366572254372e+10
9.786974480725472603e+00,1.269569905662142563e+10
9.754405514067482130e+00,1.272297406547304726e+10
9.721944929994046802e+00,1.284032407318999672e+10
9.689592367831005859e+00,1.295505479567451096e+10
9.657347468104447330e+00,1.299405863008577156e+10
9.625209872536711231e+00,1.309315005694808578e+10
9.593179224042414077e+00,1.327497635863848686e+10
9.561255166724468069e+00,1.355416963100658035e+10
9.529437345870142906e+00,1.372812823854002762e+10
9.497725407947113396e+00,1.373193266094165802e+10
9.466119000599535482e+00,1.386934391205502129e+10
9.434617772644131151e+00,1.370993778604666519e+10
9.403221374066280447e+00,1.402583665840135765e+10
9.371929456016141913e+00,1.432095822672281647e+10
9.340741670804776575e+00,1.473230198496925735e+10
9.309657671900266607e+00,1.474587354926383018e+10
9.278677113923894382e+00,1.497646576954980659e+10
9.247799652646277124e+00,1.517380509591242599e+10
9.217024944983560175e+00,1.548015051162653160e+10
9.186352648993601377e+00,1.576149827559661865e+10
9.155782423872159015e+00,1.556647010586367035e+10
9.125313929949122382e+00,1.611909987287544250e+10
9.094946828684733475e+00,1.608919845757847404e+10
9.064680782665815784e+00,1.634234961122819901e+10
9.034515455602036837e+00,1.601865623374661446e+10
9.004450512322161870e+00,1.690498515566486359e+10
8.974485618770339457e+00,1.673087466819477272e+10
8.944620442002385374e+00,1.706274725190711594e+10
8.914854650182078899e+00,1.743664484197637558e+10
8.885187912577478642e+00,1.802343108066447449e+10
8.855619899557254371e+00,1.806133889331874847e+10
8.826150282587015283e+00,1.803572749364353943e+10
8.796778734225661367e+00,1.760523119677128220e+10
8.767504928121747199e+00,1.839265651226118469e+10
8.738328539009863505e+00,1.868719717522423172e+10
8.709249242707002736e+00,1.889886827760737991e+10
8.680266716108974379e+00,1.875434630624261093e+10
8.651380637186814937e+00,1.961876904476223755e+10
8.622590684983197917e+00,1.992008069804151154e+10
8.593896539608877561e+00,2.012002278470552063e+10
8.565297882239132576e+00,1.998673812175165176e+10
8.536794395110215206e+00,2.050874566083729553e+10
8.508385761515841139e+00,1.873072084278224945e+10
8.480071665803642134e+00,2.054115495202418900e+10
8.451851793371682575e+00,2.017222486703525162e+10
8.423725830664954728e+00,2.077556271245194244e+10
8.395693465171893521e+00,2.250847858864534760e+10
8.367754385420905550e+00,1.999875751082324600e+10
8.339908280976908728e+00,1.982291762039976501e+10
8.312154842437884383e+00,2.171605002982683563e+10
8.284493761431434677e+00,2.264390571127444458e+10
8.256924730611363117e+00,2.084732411869580078e+10
8.229447443654253291e+00,2.296226620278642654e+10
8.202061595256070703e+00,1.988513127069166565e+10
8.174766881128764595e+00,2.101198273331008911e+10
8.147562997996887546e+00,2.119921966237155914e+10
8.120449643594234601e+00,2.235540962468616104e+10
8.093426516660478853e+00,2.433309696199262619e+10
8.066493316937812352e+00,2.251579103640825272e+10
8.039649745167636752e+00,2.015774419131816101e+10
8.012895503087213100e+00,2.271931552145917511e+10
7.986230293426357818e+00,2.559076979848426819e+10
7.959653819904140448e+00,2.181970262957887268e+10
7.933165787225590293e+00,2.410767170292916107e+10
7.906765901078417258e+00,2.056786575213155746e+10
7.880453868129736250e+00,1.878999563218373489e+10
7.854229396022815557e+00,2.256103894206285095e+10
7.828092193373821672e+00,2.700333726129544449e+10
7.802041969768583662e+00,2.298176805409714890e+10
7.776078435759370855e+00,2.341503065340626144e+10
7.750201302861670527e+00,1.828439843097602844e+10
7.724410283550982470e+00,2.309517851384561157e+10
7.698705091259631317e+00,2.517131441551550293e+10
7.673085440373576205e+00,2.762809533013485718e+10
7.647551046229237315e+00,2.344261813518171310e+10
7.622101625110339285e+00,2.257388473574399567e+10
7.596736894244746630e+00,1.833025181069186401e+10
7.571456571801338242e+00,2.292868839857347488e+10
7.546260376886857912e+00,2.189706133571655655e+10
7.521148029542807478e+00,2.662158579771944427e+10
7.496119250742332873e+00,2.643416544805723572e+10
7.471173762387119055e+00,1.560975490908654594e+10
7.446311287304299142e+00,2.513597579897576141e+10
7.421531549243385761e+00,2.445365985099471283e+10
7.396834272873192617e+00,2.724552341842825317e+10
7.372219183778772056e+00,2.344181282095439911e+10
7.347686008458377493e+00,2.104544292939938354e+10
7.323234474320412524e+00,2.831251902719035339e+10
7.298864309680411111e+00,2.311082921712654877e+10
7.274575243758015120e+00,2.584580379743678284e+10
7.250367006673959835e+00,2.322313518755862427e+10
7.226239329447092352e+00,2.488430194783429337e+10
7.202191943991361534e+00,2.280935771960184479e+10
7.178224583112855051e+00,2.579826363633837509e+10
7.154336980506822208e+00,2.238659077758557510e+10
7.130528870754718973e+00,2.536753945567229843e+10
7.106799989321260114e+00,2.497129409058761215e+10
7.083150072551472221e+00,2.541396543337386703e+10
7.059578857667773377e+00,2.345634046567432785e+10
7.036086082767048389e+00,2.368514163328212357e+10
7.012671486817740885e+00,2.489351347221299362e+10
6.989334809656949865e+00,2.786279781416777420e+10
6.966075791987543120e+00,2.306985311454788589e+10
6.942894175375271537e+00,2.895743754766516113e+10
6.919789702245902951e+00,3.063155530171861649e+10
6.896762115882355992e+00,2.986407737809621429e+10
6.873811160421849031e+00,2.107488876391948700e+10
6.850936580853058011e+00,2.394926482707963943e+10
6.828138123013279603e+00,2.202369615494548798e+10
6.805415533585614796e+00,2.536188278201471710e+10
6.782768560096145372e+00,2.249300045546425629e+10
6.760196950911133484e+00,2.837709327643305206e+10
6.737700455234225672e+00,2.856010275530943680e+10
6.715278823103662198e+00,2.162056647578949738e+10
6.692931805389507716e+00,2.899013510289054108e+10
6.670659153790873042e+00,2.769217181744874191e+10
6.648460620833166246e+00,2.585587638170877075e+10
6.626335959865335745e+00,1.597525828615550613e+10
6.604284925057132050e+00,2.272047680914118195e+10
6.582307271396376613e+00,2.219901042728562927e+10
6.560402754686239568e+00,2.558653896736579132e+10
6.538571131542524562e+00,2.789395787733493042e+10
6.516812159390967807e+00,2.660082936781886292e+10
6.495125596464542461e+00,2.551485421760345840e+10
6.473511201800766557e+00,2.603855153460905838e+10
6.451968735239034025e+00,3.470534620512478638e+10
6.430497957417939503e+00,3.211611831162548828e+10
6.409098629772621791e+00,2.894907406443028259e+10
6.387770514532114419e+00,4.096639903858335114e+10
6.366513374716698870e+00,4.108361933602132416e+10
6.345326974135279130e+00,3.988245434367935181e+10
6.324211077382749124e+00,4.647168446813117981e+10
6.303165449837382361e+00,4.918953577091699982e+10
6.282189857658223353e+00,4.534952417577912903e+10
6.261284067782488805e+00,4.667189906088385010e+10
6.240447847922979463e+00,4.431074626442226410e+10
6.219680966565498181e+00,4.506646444471295929e+10
6.198983192966278644e+00,4.621587705773779297e+10
6.178354297149420304e+00,3.948527635850501251e+10
6.157794049904330436e+00,4.024493186809213257e+10
6.137302222783184824e+00,4.935444038657685852e+10
6.116878588098381364e+00,4.203365209426299286e+10
6.096522918920017631e+00,4.400618955372224426e+10
6.076234989073363124e+00,3.908128390791573334e+10
6.056014573136346613e+00,3.485297933844235992e+10
6.035861446437058575e+00,3.834843087387335205e+10
6.015775385051244761e+00,4.310474949542861176e+10
5.995756165799826398e+00,4.350015076148794556e+10
5.975803566246416842e+00,3.936031305356995392e+10
5.955917364694847116e+00,4.007645967070112610e+10
5.936097340186711868e+00,3.518784331552953339e+10
5.916343272498902905e+00,4.279451148253192902e+10
5.896654942141168476e+00,3.718431877825193024e+10
5.877032130353677886e+00,3.214259902645645905e+10
5.857474619104580782e+00,4.213778855916577911e+10
5.837982191087593975e+00,3.594145632398613739e+10
5.818554629719582039e+00,3.868337251616484833e+10
5.799191719138153012e+00,4.572501213819542694e+10
5.779893244199256763e+00,3.979927023541423035e+10
5.760658990474800234e+00,3.858480432870983124e+10
5.741488744250259124e+00,4.034213210705267334e+10
5.722382292522305569e+00,3.641718892107926178e+10
5.703339422996441144e+00,4.289658447593407440e+10
5.684359924084638749e+00,3.985780554756121063e+10
5.665443584902993379e+00,4.694152350838371277e+10
5.646590195269372003e+00,3.862648957213696289e+10
5.627799545701089201e+00,4.757574097557557678e+10
5.609071427412565924e+00,4.336746390471281433e+10
5.590405632313023787e+00,4.979318636883297729e+10
5.571801953004162478e+00,4.145759608981025696e+10
5.553260182777858489e+00,4.058625348799257660e+10
5.534780115613871843e+00,5.169909589214776611e+10
5.516361546177553699e+00,4.581257332252365875e+10
5.498004269817561074e+00,5.529149542294126892e+10
5.479708082563592875e+00,5.194432905586840820e+10
5.461472781124113496e+00,4.516860026524114990e+10
5.443298162884099511e+00,5.681244422499263000e+10
5.425184025902788143e+00,4.059892261663804626e+10
5.407130168911431056e+00,5.038254673406672668e+10
5.389136391311060592e+00,6.208733917347062683e+10
5.371202493170259551e+00,5.055705231620014954e+10
5.353328275222937194e+00,4.973506421904928589e+10
5.335513538866122119e+00,6.802345687143305969e+10
5.317758086157748920e+00,6.321329664113734436e+10
5.300061719814461725e+00,5.862308811563817596e+10
5.282424243209423054e+00,5.574695597782592010e+10
5.264845460370123575e+00,6.356592767338675690e+10
5.247325175976212286e+00,6.483575096362046051e+10
5.229863195357323136e+00,6.572735040437564087e+10
5.212459324490909651e+00,5.682257052542498016e+10
5.195113370000091990e+00,6.338519891288449860e+10
5.177825139151505773e+00,6.949959954612802124e+10
5.160594439853165127e+00,6.839157553535493469e+10
5.143421080652322175e+00,5.853075367969242859e+10
5.126304870733346064e+00,7.145268914329504395e+10
5.109245619915597558e+00,6.828961544120906067e+10
5.092243138651319612e+00,7.321742602540666199e+10
5.075297238023528834e+00,7.053442039579814148e+10
5.058407729743915837e+00,7.631487706433351135e+10
5.041574426150758015e+00,7.393732073629710388e+10
5.024797140206829660e+00,6.543693675363459778e+10
5.008075685497322738e+00,7.645653847727264404e+10
4.991409876227780984e+00,7.767620136223162842e+10
4.974799527222032225e+00,7.753468257625384521e+10
4.958244453920128691e+00,6.999362421282373047e+10
4.941744472376301545e+00,7.834343432639457703e+10
4.925299399256912736e+00,7.992126453777969360e+10
4.908909051838421078e+00,8.182179259905766296e+10
4.892573248005348319e+00,7.622840778083843994e+10
4.876291806248259419e+00,8.076011787609545898e+10
4.860064545661742841e+00,8.356322709016050720e+10
4.843891285942404146e+00,7.686011161364956665e+10
4.827771847386854276e+00,8.484179337147465515e+10
4.811706050889726249e+00,8.332619826371998596e+10
4.795693717941674095e+00,8.394890202870510864e+10
4.779734670627393101e+00,8.028800741692263794e+10
