wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.190375797706129456e+10
9.951457760902583161e+00,1.202040898416818810e+10
9.918341428919545066e+00,1.190789051559702110e+10
9.885335301036285216e+00,1.155136113629376030e+10
9.852439010517029416e+00,1.225986575901932526e+10
9.819652191846424572e+00,1.220486175568547440e+10
9.786974480725472603e+00,1.272278402108964157e+10
9.754405514067482130e+00,1.274960031843914604e+10
9.721944929994046802e+00,1.286747678734524155e+10
9.689592367831005859e+00,1.298223616121052742e+10
9.657347468104447330e+00,1.302068039759100533e+10
9.625209872536711231e+00,1.312014466101989174e+10
9.593179224042414077e+00,1.330214486159312248e+10
9.561255166724468069e+00,1.358310432575578117e+10
9.529437345870142906e+00,1.375758016144431686e+10
9.497725407947113396e+00,1.376000002474668694e+10
9.466119000599535482e+00,1.389772961381579590e+10
9.434617772644131151e+00,1.373603160146715546e+10
9.403221374066280447e+00,1.405346944632952118e+10
9.371929456016141913e+00,1.435065303526294518e+10
9.340741670804776575e+00,1.476420881737664223e+10
9.309657671900266607e+00,1.477659457389176178e+10
9.278677113923894382e+00,1.500742594587835884e+10
9.247799652646277124e+00,1.520519840936440468e+10
9.217024944983560175e+00,1.551276891129895592e+10
9.186352648993601377e+00,1.579499845536061096e+10
9.155782423872159015e+00,1.559714231730417633e+10
9.125313929949122382e+00,1.615271589670149422e+10
9.094946828684733475e+00,1.612104105805126762e+10
9.064680782665815784e+00,1.637455654674848938e+10
9.034515455602036837e+00,1.604753853449085999e+10
9.004450512322161870e+00,1.693884751076006889e+10
8.974485618770339457e+00,1.676157205259504890e+10
8.944620442002385374e+00,1.709482701459641647e+10
8.914854650182078899e+00,1.747009368588734055e+10
8.885187912577478642e+00,1.805990296685560608e+10
8.855619899557254371e+00,1.809560764288979340e+10
8.826150282587015283e+00,1.806801820682093048e+10
8.796778734225661367e+00,1.763331378656088257e+10
8.767504928121747199e+00,1.842474463270730209e+10
8.738328539009863505e+00,1.871935135744688797e+10
8.709249242707002736e+00,1.893074960418968582e+10
8.680266716108974379e+00,1.878365680710542679e+10
8.651380637186814937e+00,1.965233300804501724e+10
8.622590684983197917e+00,1.995346545373147964e+10
8.593896539608877561e+00,2.015351608193133926e+10
8.565297882239132576e+00,2.001736592479116058e+10
8.536794395110215206e+00,2.054062290110773087e+10
8.508385761515841139e+00,1.875221934711384964e+10
8.480071665803642134e+00,2.057129125834264755e+10
8.451851793371682575e+00,2.019825045919683075e+10
8.423725830664954728e+00,2.080456884613752747e+10
8.395693465171893521e+00,2.254325978073452759e+10
8.367754385420905550e+00,2.001796563974114609e+10
8.339908280976908728e+00,1.984127934106851196e+10
8.312154842437884383e+00,2.174236235926020432e+10
8.284493761431434677e+00,2.267174754372558212e+10
8.256924730611363117e+00,2.086791999717324829e+10
8.229447443654253291e+00,2.298807402780646133e+10
8.202061595256070703e+00,1.989910075652849960e+10
8.174766881128764595e+00,2.102915108691436768e+10
8.147562997996887546e+00,2.121654735760753632e+10
8.120449643594234601e+00,2.237372947121353912e+10
8.093426516660478853e+00,2.435604366350910568e+10
8.066493316937812352e+00,2.253243758905203629e+10
8.039649745167636752e+00,2.016840640914524841e+10
8.012895503087213100e+00,2.273574980891121674e+10
7.986230293426357818e+00,2.561368763497498703e+10
7.959653819904140448e+00,2.183298918137591171e+10
7.933165787225590293e+00,2.412650442144502258e+10
7.906765901078417258e+00,2.057812532592842484e+10
7.880453868129736250e+00,1.879607512247912216e+10
7.854229396022815557e+00,2.257675808255904770e+10
7.828092193373821672e+00,2.702723269871996689e+10
7.802041969768583662e+00,2.299543127109281921e+10
7.776078435759370855e+00,2.342831122782435608e+10
7.750201302861670527e+00,1.828978869844617081e+10
7.724410283550982470e+00,2.310727826249425125e+10
7.698705091259631317e+00,2.518833236357942963e+10
7.673085440373576205e+00,2.764995993742748642e+10
7.647551046229237315e+00,2.345643598330314636e+10
7.622101625110339285e+00,2.258539289636375046e+10
7.596736894244746630e+00,1.833468858279847717e+10
7.571456571801338242e+00,2.294080384618542480e+10
7.546260376886857912e+00,2.190535612603981781e+10
7.521148029542807478e+00,2.664117138325181961e+10
7.496119250742332873e+00,2.645042532665479660e+10
7.471173762387119055e+00,1.561185974722745514e+10
7.446311287304299142e+00,2.515024156981926346e+10
7.421531549243385761e+00,2.446594887404385757e+10
7.396834272873192617e+00,2.726352886683900833e+10
7.372219183778772056e+00,2.345185986667635345e+10
7.347686008458377493e+00,2.105316140865145493e+10
7.323234474320412524e+00,2.833530570894775772e+10
7.298864309680411111e+00,2.312133120424710083e+10
7.274575243758015120e+00,2.586091854596689987e+10
7.250367006673959835e+00,2.323255601735810471e+10
7.226239329447092352e+00,2.489604941037829208e+10
7.202191943991361534e+00,2.281883996756957626e+10
7.178224583112855051e+00,2.581432685706535721e+10
7.154336980506822208e+00,2.239503070864266586e+10
7.130528870754718973e+00,2.537962354913605881e+10
7.106799989321260114e+00,2.498281117331791687e+10
7.083150072551472221e+00,2.542594137005113220e+10
7.059578857667773377e+00,2.346533072709463882e+10
7.036086082767048389e+00,2.369510980441378021e+10
7.012671486817740885e+00,2.490514469487162018e+10
6.989334809656949865e+00,2.787879638155873871e+10
6.966075791987543120e+00,2.307962399707170105e+10
6.942894175375271537e+00,2.897522229172279739e+10
6.919789702245902951e+00,3.065386106750326157e+10
6.896762115882355992e+00,2.988678743612967682e+10
6.873811160421849031e+00,2.108072981256939697e+10
6.850936580853058011e+00,2.395777497682444382e+10
6.828138123013279603e+00,2.202977894168533707e+10
6.805415533585614796e+00,2.537172063428237915e+10
6.782768560096145372e+00,2.250025363200974655e+10
6.760196950911133484e+00,2.839369003053706360e+10
6.737700455234225672e+00,2.857462615298772812e+10
6.715278823103662198e+00,2.162588989354333878e+10
6.692931805389507716e+00,2.900880392023221588e+10
6.670659153790873042e+00,2.770487875254131317e+10
6.648460620833166246e+00,2.586889435016196442e+10
6.626335959865335745e+00,1.597724135188349152e+10
6.604284925057132050e+00,2.272909826435961914e+10
6.582307271396376613e+00,2.220561423240007782e+10
6.560402754686239568e+00,2.559542260635154724e+10
6.538571131542524562e+00,2.790929580538021851e+10
6.516812159390967807e+00,2.661123559035795975e+10
6.495125596464542461e+00,2.552469868887397766e+10
6.473511201800766557e+00,2.605226858007311630e+10
6.451968735239034025e+00,3.473429794291592407e+10
6.430497957417939503e+00,3.213944470869006348e+10
6.409098629772621791e+00,2.897095374101063538e+10
6.387770514532114419e+00,4.101930729783947754e+10
6.366513374716698870e+00,4.114427758482615662e+10
6.345326974135279130e+00,3.993076088738493347e+10
6.324211077382749124e+00,4.655708495364704895e+10
6.303165449837382361e+00,4.928692943532608032e+10
6.282189857658223353e+00,4.542275259711569214e+10
6.261284067782488805e+00,4.674808834233139038e+10
6.240447847922979463e+00,4.438095005144924927e+10
6.219680966565498181e+00,4.513678540868924713e+10
6.198983192966278644e+00,4.628475878965708923e+10
6.178354297149420304e+00,3.952888828166135406e+10
6.157794049904330436e+00,4.028618337291153717e+10
6.137302222783184824e+00,4.944903715565296173e+10
6.116878588098381364e+00,4.209179169190168762e+10
6.096522918920017631e+00,4.406520879962182617e+10
6.076234989073363124e+00,3.912568547790166473e+10
6.056014573136346613e+00,3.488079203533506012e+10
6.035861446437058575e+00,3.838544539360270691e+10
6.015775385051244761e+00,4.315400006303482056e+10
5.995756165799826398e+00,4.355968690834661865e+10
5.975803566246416842e+00,3.940114275547895050e+10
5.955917364694847116e+00,4.011780858166104126e+10
5.936097340186711868e+00,3.521504569730085754e+10
5.916343272498902905e+00,4.284135953803228760e+10
5.896654942141168476e+00,3.721149317281001282e+10
5.877032130353677886e+00,3.216033273852474213e+10
5.857474619104580782e+00,4.218312826799324036e+10
5.837982191087593975e+00,3.596683891324950409e+10
5.818554629719582039e+00,3.871970782160028076e+10
5.799191719138153012e+00,4.577831758515796661e+10
5.779893244199256763e+00,3.983575486972137451e+10
5.760658990474800234e+00,3.862381051648776245e+10
5.741488744250259124e+00,4.037945213776497650e+10
5.722382292522305569e+00,3.644156251167854309e+10
5.703339422996441144e+00,4.294322227884492493e+10
5.684359924084638749e+00,3.989018258839589691e+10
5.665443584902993379e+00,4.699302531685866547e+10
5.646590195269372003e+00,3.865639775110459900e+10
5.627799545701089201e+00,4.763593230637849426e+10
5.609071427412565924e+00,4.341094931091419220e+10
5.590405632313023787e+00,4.985938285935983276e+10
5.571801953004162478e+00,4.149563662105179596e+10
5.553260182777858489e+00,4.061968350608350372e+10
5.534780115613871843e+00,5.176849247006985474e+10
5.516361546177553699e+00,4.585926767817313385e+10
