wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.237634803828511810e+10
9.951457760902583161e+00,1.249289321928284645e+10
9.918341428919545066e+00,1.234686827178336716e+10
9.885335301036285216e+00,1.191966559487770462e+10
9.852439010517029416e+00,1.273718076900433159e+10
9.819652191846424572e+00,1.265325984284123611e+10
9.786974480725472603e+00,1.325386593910050011e+10
9.754405514067482130e+00,1.327062048714176178e+10
9.721944929994046802e+00,1.339915578302023506e+10
9.689592367831005859e+00,1.351371586693619156e+10
9.657347468104447330e+00,1.353965465050211143e+10
9.625209872536711231e+00,1.364690306912969398e+10
9.593179224042414077e+00,1.383123100802939606e+10
9.561255166724468069e+00,1.414891942339183807e+10
9.529437345870142906e+00,1.433360233035402870e+10
9.497725407947113396e+00,1.430579333619007301e+10
9.466119000599535482e+00,1.444987138967823410e+10
9.434617772644131151e+00,1.424088232519920921e+10
9.403221374066280447e+00,1.458915766511321259e+10
9.371929456016141913e+00,1.492898660326134491e+10
9.340741670804776575e+00,1.538762806974524879e+10
9.309657671900266607e+00,1.537498282498106384e+10
9.278677113923894382e+00,1.560943918960523033e+10
9.247799652646277124e+00,1.581578661586241150e+10
9.217024944983560175e+00,1.614838283107641411e+10
9.186352648993601377e+00,1.644795268755390930e+10
9.155782423872159015e+00,1.619163162880030060e+10
9.125313929949122382e+00,1.680700291998485756e+10
9.094946828684733475e+00,1.673831531675924492e+10
9.064680782665815784e+00,1.699842065985127640e+10
9.034515455602036837e+00,1.660400303037236786e+10
9.004450512322161870e+00,1.759579058171971130e+10
8.974485618770339457e+00,1.735301035229840088e+10
8.944620442002385374e+00,1.771411468267621231e+10
8.914854650182078899e+00,1.811719044835052109e+10
8.885187912577478642e+00,1.876882020953367233e+10
8.855619899557254371e+00,1.875746034034807968e+10
8.826150282587015283e+00,1.868925628288472366e+10
8.796778734225661367e+00,1.816958352472761917e+10
8.767504928121747199e+00,1.904226619083635712e+10
8.738328539009863505e+00,1.933703043402266693e+10
8.709249242707002736e+00,1.954261359703575134e+10
8.680266716108974379e+00,1.934337527827789307e+10
8.651380637186814937e+00,2.029772006962305069e+10
8.622590684983197917e+00,2.059387374979584122e+10
8.593896539608877561e+00,2.079674732900083923e+10
8.565297882239132576e+00,2.060206169862932968e+10
8.536794395110215206e+00,2.114944573720813370e+10
8.508385761515841139e+00,1.915605895070472336e+10
8.480071665803642134e+00,2.114673740368413162e+10
8.451851793371682575e+00,2.069120754068439865e+10
8.423725830664954728e+00,2.135829174644827271e+10
8.395693465171893521e+00,2.320900202566008759e+10
8.367754385420905550e+00,2.037569648041394424e+10
8.339908280976908728e+00,2.018320932908829880e+10
8.312154842437884383e+00,2.224060073968662262e+10
8.284493761431434677e+00,2.319889287372884750e+10
8.256924730611363117e+00,2.125492614180547714e+10
8.229447443654253291e+00,2.347387827583543015e+10
8.202061595256070703e+00,2.015734735623287964e+10
8.174766881128764595e+00,2.134878421734880447e+10
8.147562997996887546e+00,2.154039107695246887e+10
8.120449643594234601e+00,2.271524405237779617e+10
8.093426516660478853e+00,2.478603789679068375e+10
8.066493316937812352e+00,2.284194770438082123e+10
8.039649745167636752e+00,2.036551273264599228e+10
8.012895503087213100e+00,2.304170004811380386e+10
7.986230293426357818e+00,2.604246080944687653e+10
7.959653819904140448e+00,2.207972015889101028e+10
7.933165787225590293e+00,2.447852524603105545e+10
7.906765901078417258e+00,2.076810783875658798e+10
7.880453868129736250e+00,1.890756620326462173e+10
7.854229396022815557e+00,2.287155623063008118e+10
7.828092193373821672e+00,2.747504119173969650e+10
7.802041969768583662e+00,2.324932127595012665e+10
7.776078435759370855e+00,2.367431032152339172e+10
7.750201302861670527e+00,1.838867301213096237e+10
7.724410283550982470e+00,2.333089502725200653e+10
7.698705091259631317e+00,2.550501882331126022e+10
7.673085440373576205e+00,2.805789441965265274e+10
7.647551046229237315e+00,2.371322572120690536e+10
7.622101625110339285e+00,2.279854031179832077e+10
7.596736894244746630e+00,1.841587794706112671e+10
7.571456571801338242e+00,2.316546815903679276e+10
7.546260376886857912e+00,2.205778246786578751e+10
7.521148029542807478e+00,2.700707244158394623e+10
7.496119250742332873e+00,2.675177419147401428e+10
7.471173762387119055e+00,1.565015781184232712e+10
7.446311287304299142e+00,2.541466687780603027e+10
7.421531549243385761e+00,2.469292948602870178e+10
7.396834272873192617e+00,2.759765073809949875e+10
7.372219183778772056e+00,2.363692774231682205e+10
7.347686008458377493e+00,2.119507460958745193e+10
7.323234474320412524e+00,2.876136910935613251e+10
7.298864309680411111e+00,2.331533869536267090e+10
7.274575243758015120e+00,2.614127411594221497e+10
7.250367006673959835e+00,2.340585553512754059e+10
7.226239329447092352e+00,2.511284995186974716e+10
7.202191943991361534e+00,2.299363027595318985e+10
7.178224583112855051e+00,2.611350848956672287e+10
7.154336980506822208e+00,2.255016509774501419e+10
7.130528870754718973e+00,2.560226366316707993e+10
7.106799989321260114e+00,2.519488855955669022e+10
7.083150072551472221e+00,2.564631670163711929e+10
7.059578857667773377e+00,2.363050178544967270e+10
7.036086082767048389e+00,2.387842369239545822e+10
7.012671486817740885e+00,2.511922177129110718e+10
6.989334809656949865e+00,2.817459283021404648e+10
