wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.166032972610841179e+10
9.951457760902583161e+00,1.177636648930657768e+10
9.918341428919545066e+00,1.167947805187619591e+10
9.885335301036285216e+00,1.135690600014394569e+10
9.852439010517029416e+00,1.201289819184191895e+10
9.819652191846424572e+00,1.197087370572253990e+10
9.786974480725472603e+00,1.244974060058021736e+10
9.754405514067482130e+00,1.248094431847569656e+10
9.721944929994046802e+00,1.259358683547026062e+10
9.689592367831005859e+00,1.270788876792994690e+10
9.657347468104447330e+00,1.275163879614430237e+10
9.625209872536711231e+00,1.284744715920851326e+10
9.593179224042414077e+00,1.302746225010144615e+10
9.561255166724468069e+00,1.329107528817327118e+10
9.529437345870142906e+00,1.346035133528345299e+10
9.497725407947113396e+00,1.347605954625311852e+10
9.466119000599535482e+00,1.361059990165259361e+10
9.434617772644131151e+00,1.347145664156476021e+10
9.403221374066280447e+00,1.377353821605874825e+10
9.371929456016141913e+00,1.405043349721039772e+10
9.340741670804776575e+00,1.444207291162884331e+10
9.309657671900266607e+00,1.446601325823282242e+10
9.278677113923894382e+00,1.469421071920002365e+10
9.247799652646277124e+00,1.488763720414272690e+10
9.217024944983560175e+00,1.518307700747532654e+10
9.186352648993601377e+00,1.545644141532926941e+10
9.155782423872159015e+00,1.528640910542715836e+10
9.125313929949122382e+00,1.581278257575675201e+10
9.094946828684733475e+00,1.579847605110394478e+10
9.064680782665815784e+00,1.604820005596066093e+10
9.034515455602036837e+00,1.575417138203050041e+10
9.004450512322161870e+00,1.659594912632215118e+10
8.974485618770339457e+00,1.644979001609577560e+10
8.944620442002385374e+00,1.676928685091811562e+10
8.914854650182078899e+00,1.713097250629413033e+10
8.885187912577478642e+00,1.769088148746537018e+10
8.855619899557254371e+00,1.774793935733690262e+10
8.826150282587015283e+00,1.773985991530171585e+10
8.796778734225661367e+00,1.734698678102719116e+10
8.767504928121747199e+00,1.809866535283257675e+10
8.738328539009863505e+00,1.839236718075371933e+10
8.709249242707002736e+00,1.860639986960075378e+10
8.680266716108974379e+00,1.848481779520013809e+10
8.651380637186814937e+00,1.931115465742858505e+10
8.622590684983197917e+00,1.961376916370623398e+10
8.593896539608877561e+00,1.981287092076408768e+10
8.565297882239132576e+00,1.970505658944733047e+10
8.536794395110215206e+00,2.021564943868630219e+10
8.508385761515841139e+00,1.853141793164881516e+10
8.480071665803642134e+00,2.026401026949739838e+10
8.451851793371682575e+00,1.993193953070733261e+10
8.423725830664954728e+00,2.050876942521519852e+10
8.395693465171893521e+00,2.218902030475814438e+10
8.367754385420905550e+00,1.981993873933688736e+10
8.339908280976908728e+00,1.965196395073014832e+10
8.312154842437884383e+00,2.147309207456218338e+10
8.284493761431434677e+00,2.238681349439833832e+10
8.256924730611363117e+00,2.065641876841522217e+10
8.229447443654253291e+00,2.272330228619140625e+10
8.202061595256070703e+00,1.975457871811732101e+10
8.174766881128764595e+00,2.085211566500556946e+10
8.147562997996887546e+00,2.103817469602039337e+10
8.120449643594234601e+00,2.218493937234451675e+10
8.093426516660478853e+00,2.412013943050045395e+10
8.066493316937812352e+00,2.236068271423406601e+10
8.039649745167636752e+00,2.005808390706167984e+10
8.012895503087213100e+00,2.256628650992204285e+10
7.986230293426357818e+00,2.537792564659955215e+10
7.959653819904140448e+00,2.169581288474256134e+10
7.933165787225590293e+00,2.393267419969380951e+10
7.906765901078417258e+00,2.047205221826712036e+10
7.880453868129736250e+00,1.873291585751310730e+10
7.854229396022815557e+00,2.241520490597605515e+10
7.828092193373821672e+00,2.678160170245258331e+10
7.802041969768583662e+00,2.285440994504508209e+10
7.776078435759370855e+00,2.329103455525230026e+10
7.750201302861670527e+00,1.823379694238901901e+10
7.724410283550982470e+00,2.298207044475835037e+10
7.698705091259631317e+00,2.501281405358172226e+10
7.673085440373576205e+00,2.742474064860356522e+10
7.647551046229237315e+00,2.331382548593061447e+10
7.622101625110339285e+00,2.246642584281105804e+10
7.596736894244746630e+00,1.828854102295885849e+10
7.571456571801338242e+00,2.281563094599548721e+10
7.546260376886857912e+00,2.181926882577379227e+10
7.521148029542807478e+00,2.643953450643003845e+10
7.496119250742332873e+00,2.628239524341125488e+10
7.471173762387119055e+00,1.558990618896287155e+10
7.446311287304299142e+00,2.500282405048135376e+10
7.421531549243385761e+00,2.433873868128611755e+10
7.396834272873192617e+00,2.707757554344923401e+10
7.372219183778772056e+00,2.334771624549325562e+10
7.347686008458377493e+00,2.097308195366175842e+10
7.323234474320412524e+00,2.810081111435831451e+10
7.298864309680411111e+00,2.301261813088972473e+10
7.274575243758015120e+00,2.570477558764676285e+10
7.250367006673959835e+00,2.313483805728289413e+10
7.226239329447092352e+00,2.477439330939243698e+10
7.202191943991361534e+00,2.272058598294754410e+10
7.178224583112855051e+00,2.564870188397194672e+10
7.154336980506822208e+00,2.230745126874554825e+10
7.130528870754718973e+00,2.525438180053949356e+10
7.106799989321260114e+00,2.486341486428424835e+10
7.083150072551472221e+00,2.530174934853144073e+10
7.059578857667773377e+00,2.337202256299192810e+10
7.036086082767048389e+00,2.359170581886141968e+10
7.012671486817740885e+00,2.478454077000990295e+10
6.989334809656949865e+00,2.771326551812931824e+10
6.966075791987543120e+00,2.297834423449913406e+10
6.942894175375271537e+00,2.879124140242996979e+10
6.919789702245902951e+00,3.042351614004568863e+10
6.896762115882355992e+00,2.965272057509134293e+10
6.873811160421849031e+00,2.101991930304711533e+10
6.850936580853058011e+00,2.386929108479328156e+10
6.828138123013279603e+00,2.196642695393039322e+10
6.805415533585614796e+00,2.526947484300032806e+10
6.782768560096145372e+00,2.242482691617518234e+10
6.760196950911133484e+00,2.822207574057534790e+10
6.737700455234225672e+00,2.842396523214261246e+10
6.715278823103662198e+00,2.157035031371308899e+10
6.692931805389507716e+00,2.881577329275349045e+10
6.670659153790873042e+00,2.757288916196372604e+10
6.648460620833166246e+00,2.573406401227849197e+10
6.626335959865335745e+00,1.595646554275434494e+10
6.604284925057132050e+00,2.263956712670832443e+10
6.582307271396376613e+00,2.213684392007353973e+10
6.560402754686239568e+00,2.550288841299833679e+10
6.538571131542524562e+00,2.775047824887164688e+10
6.516812159390967807e+00,2.650299145837738419e+10
6.495125596464542461e+00,2.542231443028812408e+10
6.473511201800766557e+00,2.591060762980731964e+10
6.451968735239034025e+00,3.443574338498783875e+10
6.430497957417939503e+00,3.189865866774766541e+10
6.409098629772621791e+00,2.874630235306935501e+10
6.387770514532114419e+00,4.047838561451064301e+10
6.366513374716698870e+00,4.052719320464826965e+10
6.345326974135279130e+00,3.943655741627367401e+10
6.324211077382749124e+00,4.569206094876594543e+10
6.303165449837382361e+00,4.830109249204299927e+10
6.282189857658223353e+00,4.467863564005238342e+10
6.261284067782488805e+00,4.597271905980804443e+10
6.240447847922979463e+00,4.366726898760610199e+10
6.219680966565498181e+00,4.442085433287236023e+10
6.198983192966278644e+00,4.558173801073262024e+10
6.178354297149420304e+00,3.908201802076943207e+10
6.157794049904330436e+00,3.986218054197453308e+10
6.137302222783184824e+00,4.849165872373060608e+10
6.116878588098381364e+00,4.149911023725689697e+10
6.096522918920017631e+00,4.346180359434531403e+10
6.076234989073363124e+00,3.867128990994369507e+10
6.056014573136346613e+00,3.459391844956430054e+10
6.035861446437058575e+00,3.800442703979468536e+10
6.015775385051244761e+00,4.264834823011415863e+10
5.995756165799826398e+00,4.295161396143096924e+10
5.975803566246416842e+00,3.898143199095324707e+10
5.955917364694847116e+00,3.969286652140986633e+10
5.936097340186711868e+00,3.493437598817929840e+10
5.916343272498902905e+00,4.235978831472170258e+10
5.896654942141168476e+00,3.693020899925958252e+10
5.877032130353677886e+00,3.197632642437848282e+10
5.857474619104580782e+00,4.171709428411824799e+10
5.837982191087593975e+00,3.570408534045429993e+10
5.818554629719582039e+00,3.834597929005471802e+10
5.799191719138153012e+00,4.523060148478718567e+10
5.779893244199256763e+00,3.946011046768736267e+10
5.760658990474800234e+00,3.822290362013059235e+10
5.741488744250259124e+00,3.999480923290863800e+10
5.722382292522305569e+00,3.618903201209721375e+10
5.703339422996441144e+00,4.246378747794823456e+10
5.684359924084638749e+00,3.955551095917641449e+10
5.665443584902993379e+00,4.646255136873031616e+10
5.646590195269372003e+00,3.834702016676168823e+10
