wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.138733668191371727e+10
9.951457760902583161e+00,1.150218207697120094e+10
9.918341428919545066e+00,1.142153341254113007e+10
9.885335301036285216e+00,1.113500100442261314e+10
9.852439010517029416e+00,1.173505122935440636e+10
9.819652191846424572e+00,1.170611196732964325e+10
9.786974480725472603e+00,1.214390675626334953e+10
9.754405514067482130e+00,1.217940915829117203e+10
9.721944929994046802e+00,1.228637641169001961e+10
9.689592367831005859e+00,1.239972827747738457e+10
9.657347468104447330e+00,1.244855722435169029e+10
9.625209872536711231e+00,1.254053192395954323e+10
9.593179224042414077e+00,1.271773517562406731e+10
9.561255166724468069e+00,1.296309722799676704e+10
9.529437345870142906e+00,1.312658618369437408e+10
9.497725407947113396e+00,1.315546424003892899e+10
9.466119000599535482e+00,1.328647719431442070e+10
9.434617772644131151e+00,1.317112112310435486e+10
9.403221374066280447e+00,1.345643340044190598e+10
9.371929456016141913e+00,1.371191236548396492e+10
9.340741670804776575e+00,1.408000330263228607e+10
9.309657671900266607e+00,1.411584150569046211e+10
9.278677113923894382e+00,1.434053330213738060e+10
9.247799652646277124e+00,1.452914962625533867e+10
9.217024944983560175e+00,1.481156708114291573e+10
9.186352648993601377e+00,1.507508656389070511e+10
9.155782423872159015e+00,1.493441374319555855e+10
9.125313929949122382e+00,1.542934653708884239e+10
9.094946828684733475e+00,1.543315008408155823e+10
9.064680782665815784e+00,1.567832784404641151e+10
9.034515455602036837e+00,1.541981925635044861e+10
9.004450512322161870e+00,1.620794604267954063e+10
8.974485618770339457e+00,1.609454519518824196e+10
8.944620442002385374e+00,1.639911837001985168e+10
8.914854650182078899e+00,1.674617724114369392e+10
8.885187912577478642e+00,1.727410855600033569e+10
8.855619899557254371e+00,1.735286323607391357e+10
8.826150282587015283e+00,1.736547516865362549e+10
8.796778734225661367e+00,1.701784061784162140e+10
8.767504928121747199e+00,1.772667032109012222e+10
8.738328539009863505e+00,1.801876268656537247e+10
8.709249242707002736e+00,1.823542449859153748e+10
8.680266716108974379e+00,1.814132526283815002e+10
